Lat,Lon,water_depth
28.7043085576055,-82.7404496361596,-30.0826552511509
28.7046412992044,-82.7404868131737,-30.0741071187214
28.7046477888966,-82.7404875019395,-30.1499094232778
28.704685383097,-82.7404916676864,-30.1122771340323
28.7047981740014,-82.7405042077923,-30.0420185291505
28.7048363902816,-82.7405082774119,-30.1744556241114
28.7049305942626,-82.7405184620483,-29.9898747504761
28.7049495189105,-82.7405204926756,-29.9784402475183
28.7049626195556,-82.7405218318071,-30.1472677389995
28.7051336082606,-82.7405400459573,-30.196663142491
28.7052792218685,-82.7405555465702,-30.104188484662
28.7052987786265,-82.74055755352,-30.2898291624052
28.7053746899455,-82.740565654052,-30.1668108104826
28.7054637405181,-82.7405751088488,-30.1642644357246
28.7055147694316,-82.7405805194096,-30.1966944387171
28.705520819913,-82.7405812057597,-30.0800363334664
28.7055595025751,-82.7405852598261,-30.2444723945865
28.7056356874162,-82.7405934209933,-30.1222179551499
28.7056548962882,-82.7405954610918,-30.1469249030686
28.7056998304342,-82.7406002259372,-30.2387153115471
28.7057321177482,-82.7406036306024,-30.3690825853507
28.7057763444644,-82.7406084349486,-30.187743716311
28.7059043641832,-82.7406221827333,-30.2310832991606
28.7059491234968,-82.740627021327,-30.2139799116269
28.7059619250819,-82.7406284059162,-30.2126199483497
28.7060388992979,-82.7406367322394,-30.2541813365376
28.7060581348253,-82.7406386643417,-30.2625786830078
28.7061477039172,-82.7406486119239,-30.1926757161479
28.7063463721211,-82.7406708009803,-30.0921579275337
28.7063979257795,-82.7406765502404,-30.1581502877537
28.7066287842175,-82.7407025560833,-30.0048002028354
28.7066997187876,-82.7407105104612,-30.0961382384605
28.7068473013083,-82.7407271681508,-30.0169858144087
28.7068731074782,-82.7407300599975,-30.054805880974
28.7069561721364,-82.7407394749398,-29.8874962567775
28.7070401299182,-82.7407488518859,-30.0508853173897
28.7072516129243,-82.7407726155922,-29.9014515284621
28.7072964999736,-82.7407776360598,-29.8874109034339
28.707643143258,-82.7408157038819,-30.1128802951459
28.7077195414098,-82.7408240884503,-29.9644394494199
28.7077644421627,-82.7408289676457,-30.0029608359219
28.7078482669393,-82.7408380163261,-30.2368987024925
28.7078800933111,-82.7408415089884,-30.1770034153394
28.7079249264999,-82.7408463925606,-30.1942703967323
28.7079376277183,-82.7408477913662,-30.1598217872901
28.7079759975905,-82.7408519812442,-30.1549708722671
28.7080085433802,-82.7408554590845,-30.3579653065903
28.7081294800057,-82.7408687718892,-30.1345486622757
28.7083024337253,-82.7408877350462,-30.2147196352825
28.7084109615378,-82.7408997435369,-30.1256263919224
28.7084241953132,-82.7409011465732,-30.2843082153286
28.7084491236546,-82.7409039981148,-30.0407496046172
28.7084620969898,-82.7409054104651,-30.1048442753425
28.7087496524256,-82.740937593841,-29.9077804759321
28.7088264533179,-82.7409463562453,-29.8577093602556
28.7090762025514,-82.7409749024126,-29.7536408736207
28.7095504080192,-82.7410288001645,-29.8501641261141
28.7095824845589,-82.7410324058836,-29.8838317524954
28.7096082305278,-82.7410352838945,-29.9426302483428
28.7097677017182,-82.7410532149251,-29.8207342932423
28.7097934769431,-82.7410560602333,-29.9013434134898
28.7098255698749,-82.7410596136401,-29.958618352154
28.7098383932728,-82.7410610333442,-29.977047561592
28.709876411659,-82.7410652977237,-29.8704611519434
28.7098828511173,-82.7410660044976,-29.8905476388126
28.7099532171458,-82.7410738333595,-29.9297177107631
28.7100232386175,-82.741081449749,-29.9084348545273
28.710105585126,-82.741090419753,-29.7486832689099
28.7101246982431,-82.7410924806324,-29.7537262289631
28.7102012878321,-82.7411006995132,-29.8306509299156
28.7102077982906,-82.7411013794096,-29.8841518282627
28.7102204710127,-82.7411027484568,-29.8643014856443
28.7102462258551,-82.7411054725768,-29.9747430220872
28.71030324661,-82.7411116171269,-29.8889031643918
28.7103990328961,-82.7411218090213,-30.0271357487254
28.7104181112551,-82.7411238461086,-30.0269479713695
28.7104821104854,-82.7411306181879,-30.175572326017
28.710552168042,-82.7411380670315,-30.2183684924958
28.7105710528166,-82.7411401036686,-30.1490715353862
28.7105770643668,-82.7411407904941,-30.0225707673988
28.7105768863479,-82.7411407954113,-29.9579682441869
28.7107679311873,-82.7411610881648,-30.0685932902656
28.7109138625343,-82.7411766778291,-29.9493816978212
28.7110030123205,-82.7411861783023,-29.9862657227003
28.7110219463427,-82.7411882215076,-29.9315200881181
28.7110731807117,-82.7411936546773,-30.0536194686874
28.7110728972185,-82.7411936625897,-29.9505183198467
28.7111176930506,-82.7411984243573,-30.0422646280731
28.7111429038084,-82.7412011590285,-29.9533107959761
